location_id,Latitude,Longitude,area_code
LOC_0053,-29.250423226559324,26.39255761429285,18
LOC_0054,-25.571525273573997,28.270920568861577,14
LOC_0055,-34.10226085984766,25.642429492456237,16
LOC_0056,-29.14002128096225,26.179376963452743,17
LOC_0057,-29.7135837171535,30.87475518254146,11
LOC_0058,-29.86422588000042,30.94021491814056,11
LOC_0059,-26.346909125035413,27.92502420058571,2
LOC_0060,-26.402301348456092,27.64586397731023,3
LOC_0061,-25.767599903523333,28.0689641860911,14
LOC_0062,-29.965984139219064,31.244309366591235,10
LOC_0063,-29.83126764716158,31.07160402981426,10
LOC_0064,-29.26014511477242,26.17234761446549,18
LOC_0065,-25.642435711573484,28.2378175786568,14
LOC_0066,-29.843823066756975,30.746523366397888,11
LOC_0067,-29.833422904790652,31.05949368030474,9
LOC_0068,-33.6606061799168,18.64994860736655,7
LOC_0069,-26.26566932475578,28.011832607936594,2
LOC_0070,-29.961614337262652,30.7719214663252,11
LOC_0071,-26.28216454425203,27.967908919783497,2
LOC_0072,-33.95465478251419,18.650267159096963,8
LOC_0073,-33.02818684053122,27.93327666912079,20
LOC_0074,-26.324604660490262,27.817253485780967,3
LOC_0075,-26.50346278795496,28.38514437687758,32
LOC_0076,-34.02096722015823,18.194314467075877,7
LOC_0077,-33.85523138006836,18.37627357530962,7
LOC_0078,-25.72364900324958,28.065513679921736,14
LOC_0079,-29.692062374224385,30.874959717912095,11
LOC_0080,-28.92445134560362,26.164784888426485,17
LOC_0081,-25.648879947424984,28.266338019181532,12
LOC_0082,-33.67114628436652,18.65229566013953,5
LOC_0083,-32.95099031369632,27.87524486451708,19
LOC_0084,-25.943515111610893,27.878478466872263,3
LOC_0085,-25.92237195485631,28.101795897498977,13
LOC_0086,-26.05732522438316,28.10619453683938,3
LOC_0087,-33.889361985357546,25.624037633555343,15
LOC_0088,-29.888732504071232,31.05860357380694,10
LOC_0089,-26.206200592144587,28.01311503304845,1
LOC_0090,-29.907297226389037,31.033741119637824,10
LOC_0091,-26.106812258365743,28.002752330706464,3
LOC_0092,-34.03203480373593,25.707024372703714,16
LOC_0093,-29.886754869369188,31.331984330098823,10
LOC_0094,-34.343930579332095,18.452337567307296,8
LOC_0095,-33.60984381894095,18.418816995365155,7
LOC_0096,-25.766456949910356,28.22070336388281,13
LOC_0097,-33.83799552127942,18.30157407582301,7
LOC_0098,-25.98133199579329,28.144746755665725,13
LOC_0099,-26.15495598438382,28.09617646136217,2
LOC_0100,-28.614452503832524,24.726362383356587,25
LOC_0101,-25.56933902497211,31.042165345523397,22
LOC_0102,-33.72026234104023,25.60189897683454,15
LOC_0103,-33.72432016427202,18.245389805074613,7
LOC_0104,-28.71326380060107,24.788128355633837,25
LOC_0105,-28.977492066737454,26.233699250339935,17
LOC_0106,-34.07686348859894,25.696041814611064,16
LOC_0107,-29.90040608302773,31.13641657301048,10
LOC_0108,-33.660034928647576,18.400339260486824,7
LOC_0109,-26.48005902713425,27.95918695953797,31
LOC_0110,-25.425163378003298,30.970139500004624,21
LOC_0111,-29.78549533762168,31.07086324315361,11
LOC_0112,-25.904616127476675,28.10256315666476,13
LOC_0113,-34.204931975550004,18.474254197464504,8
LOC_0114,-29.63465165201557,31.007293327913953,11
LOC_0115,-26.283920611472336,28.179522553003483,32
LOC_0116,-33.06023085139207,27.849312829531605,19
LOC_0117,-29.24220043869598,26.457940345215484,18
LOC_0118,-34.06878520374669,25.676307038015377,16
LOC_0119,-29.80350687135645,30.862152043556197,11
LOC_0120,-25.87347982977376,28.21222751971237,13
LOC_0121,-25.65116587996165,28.282722022163856,12
LOC_0122,-25.81955592563637,28.148075707337636,13
LOC_0123,-26.381955070877297,27.805728392863497,3
LOC_0124,-34.01500564634478,18.2329684905122,7
LOC_0125,-26.149493921236555,28.111313941651833,2
LOC_0126,-29.89882945667034,30.77435369384043,11
LOC_0127,-33.9138421787001,18.15911797706772,7
LOC_0128,-26.09556888072459,28.11052521204009,3
LOC_0129,-26.037636782257454,27.996617617472975,3
LOC_0130,-25.77721143703073,28.106506353247426,14
LOC_0131,-26.356633302336423,27.955790177901623,4
LOC_0132,-23.893151496896973,29.31762675684401,23
LOC_0133,-25.68352204966751,28.248134411654593,12
LOC_0134,-34.182930555074954,18.27482216009686,8
LOC_0135,-25.846872995640908,28.125709737849935,13
LOC_0136,-26.30787803439444,28.08201777048808,30
LOC_0137,-28.74662577509763,24.739469797163665,25
LOC_0138,-29.96654474650775,30.92134853665119,9
LOC_0139,-29.04929592749031,26.01105615752761,17
LOC_0140,-26.44076998021876,28.085113876880172,32
LOC_0141,-30.081160617607217,31.031059015465175,10
LOC_0142,-29.906744433611603,30.947565755924327,11
LOC_0143,-23.915808752372584,29.356634080507984,23
LOC_0144,-30.063650142200135,31.021786747011493,10
LOC_0145,-29.94494483797066,31.08726604647361,10
LOC_0146,-33.99218788713544,18.437596598638375,8
LOC_0147,-33.99079363046399,18.714851793688588,8
LOC_0148,-29.838736592339497,31.118668430364703,10
LOC_0149,-29.9526210438193,31.004980367445633,10
LOC_0150,-25.978324554998757,28.14074181341449,13
LOC_0151,-32.97606158242398,27.914379605055196,19
LOC_0152,-25.534569081651306,30.97361542036181,22
LOC_0153,-26.185823275994863,28.224454569596656,31
LOC_0154,-29.842637855395218,30.894271897060328,11
LOC_0155,-26.017791778825337,28.033496447208243,3
LOC_0156,-25.81204589146996,28.33276520031795,13
LOC_0157,-33.781879034410295,18.47561830047148,7
LOC_0158,-25.7349774629061,28.145713641755748,14
LOC_0159,-33.81084334835512,25.429384023462585,15
LOC_0160,-28.99091085473606,25.98296530578063,17
LOC_0161,-26.170453104311107,28.341427178464112,32
LOC_0162,-23.92360543589144,29.477766063912572,24
LOC_0163,-26.12400911354808,27.94238902913706,3
LOC_0164,-26.227067504069073,28.082418533369477,4
LOC_0165,-29.624757005163033,30.88732562063753,11
LOC_0166,-33.90587538592814,18.360383770068673,7
LOC_0167,-33.05650783692616,27.825315364630633,19
LOC_0168,-29.165961508607392,26.06867264154355,17
LOC_0169,-34.13834640533577,18.041102709749175,7
LOC_0170,-28.685475269752533,24.632187408621697,25
LOC_0171,-34.067602016475114,18.603831797508743,8
LOC_0172,-29.706259244693715,30.881836525430597,11
LOC_0173,-34.15272830972029,18.51628058012452,8
LOC_0174,-23.888548269592405,29.536098265086068,24
LOC_0175,-26.02746643622538,28.03248695278112,3
LOC_0176,-26.522837059693543,27.98521491815184,32
LOC_0177,-29.57744282386909,31.038623208873872,11
LOC_0178,-25.69976996380387,27.21083657434331,27
LOC_0179,-25.458712369427023,31.06631274096453,22
LOC_0180,-33.902855077448365,25.78765338741445,16
LOC_0181,-25.411909675510756,31.085984946429676,22
LOC_0182,-25.448089284939226,30.797874941218115,21
LOC_0183,-29.72036615828111,30.958816253759583,11
LOC_0184,-33.82656727167407,18.42074864498061,7
LOC_0185,-28.94391188599677,26.256305796042255,17
LOC_0186,-25.67732069485745,27.982722255475757,14
LOC_0187,-33.566365606421044,18.10618014113359,7
LOC_0188,-26.06483817396435,28.22601846244381,4
LOC_0189,-34.140575012576825,25.544088068139025,16
LOC_0190,-33.45000151789019,18.15226685907842,7
LOC_0191,-23.951690969762947,29.350672327304935,23
LOC_0192,-25.97566839771974,28.088571196496833,3
LOC_0193,-26.195980983532085,27.90661784703048,3
LOC_0194,-32.92450187681577,27.93174630779657,19
LOC_0195,-26.303271836629868,27.883190895588022,3
LOC_0196,-26.10613831853656,27.7683699808924,3
LOC_0197,-25.770382865447328,28.36092561958656,13
LOC_0198,-25.34367975107281,31.00185519290312,21
LOC_0199,-26.13419977488745,27.979937370814284,3
LOC_0200,-33.75153032456572,18.32615489009731,7
LOC_0201,-29.336407687147307,26.356490036907523,18
LOC_0202,-28.73684581438309,24.8073224036423,26
LOC_0203,-29.802522771091837,31.180553824429005,10
LOC_0204,-26.166457764034043,27.94244609837662,3
LOC_0205,-26.05582641794232,28.037599981026936,3
LOC_0206,-26.254885636770616,28.09032983739948,29
LOC_0207,-26.192681934244806,27.947489633602924,3
LOC_0208,-25.5982527882702,28.17853614691957,14
LOC_0209,-26.5418033505168,27.942458449017515,32
LOC_0210,-29.777490929770632,31.07586828765031,11
LOC_0211,-33.99338848259936,25.467860583614943,15
LOC_0212,-25.849478174946434,28.258636402309648,13
LOC_0213,-26.149518366358603,28.07660698026144,1
LOC_0214,-28.997254870319136,26.189669147149267,17
LOC_0215,-33.85608561685158,25.64495171456521,15
LOC_0216,-33.97351130309066,25.563505953626706,15
LOC_0217,-26.068638855435857,27.929480388800908,3
LOC_0218,-26.06978981523312,28.111558923218304,3
LOC_0219,-23.907863414344384,29.502831260463893,24
LOC_0220,-34.04475449935788,18.328691357014375,6
LOC_0221,-34.03434212560202,18.31325058739625,5
LOC_0222,-29.74270053115846,30.994383712273535,11
LOC_0223,-25.74505761764552,28.12375932166232,14
LOC_0224,-28.81369457757845,24.882009528790583,26
LOC_0225,-34.22327531039164,18.476965628554957,8
LOC_0226,-23.825135169311324,29.45131402101925,23
LOC_0227,-26.282016763339634,27.890091253946647,3
LOC_0228,-29.813745714208164,31.12345852258513,10
LOC_0229,-25.591235171151705,28.116607412006672,14
LOC_0230,-26.39633867152802,27.932087903337845,4
LOC_0231,-26.20677060707693,28.14589219946149,29
LOC_0232,-33.9507249463194,18.489718089778545,8
LOC_0233,-28.699620569949765,24.55972419126916,25
LOC_0234,-25.591300800189547,28.171067508348283,14
LOC_0235,-24.019650663319617,29.461296765849283,24
LOC_0236,-29.063020205129423,26.176040384421885,17
LOC_0237,-29.71558667150088,31.04245091319657,11
LOC_0238,-29.13863770639568,26.0290311997091,17
LOC_0239,-26.220617048933967,27.60534691009889,3
LOC_0240,-26.13723259465226,27.883679764244462,3
LOC_0241,-32.98896646298992,27.935402240959043,19
LOC_0242,-29.06176473926329,25.887504377147913,17
LOC_0243,-26.115807921039817,27.903468089914075,3
LOC_0244,-29.99747612278619,30.750813464312085,11
LOC_0245,-25.621168020275405,28.16088509929624,14
LOC_0246,-25.37665734702478,31.126631940636468,22
LOC_0247,-25.717670052757164,28.16393888064031,14
LOC_0248,-34.18894795517894,18.400649487840447,8
LOC_0249,-33.94065422708002,18.57106156934188,8
LOC_0250,-33.885006942150696,18.423835180405906,7
LOC_0251,-25.877352028534418,28.16420098757728,13
LOC_0252,-25.49881104508616,31.0441316739316,22
LOC_0253,-30.05731171425819,31.086064201071657,10
LOC_0254,-26.108906166252034,28.07329386423497,3
LOC_0255,-26.17510670276469,28.00918297711488,3
LOC_0256,-34.124578316481426,25.565393529527295,16
LOC_0257,-32.988368162457625,27.99254537967085,20
LOC_0258,-26.208476342108543,27.979530607018127,3
LOC_0259,-26.12253785758684,28.2146879319034,29
LOC_0260,-25.78698389205065,28.064342436045287,14
LOC_0261,-26.320221910111453,28.245067593175868,32
LOC_0262,-33.08937601638121,27.95248360747796,20
LOC_0263,-34.016870638978716,18.24566371385064,7
LOC_0264,-26.19717623551284,28.106346795182848,4
LOC_0265,-23.886683738111767,29.391472739151443,23
LOC_0266,-26.228607981671217,28.035014208152123,2
LOC_0267,-33.99619751881937,18.332407115313856,5
LOC_0268,-26.252710490200823,28.01006317538004,2
LOC_0269,-25.82384128217396,28.17121461907148,13
LOC_0270,-26.31560877272473,28.107776747822005,31
LOC_0271,-26.28369580128193,27.86119519123464,3
LOC_0272,-25.70592188374478,27.869785533751234,14
LOC_0273,-26.136848004630917,28.0706163415398,3
LOC_0274,-25.905597679908443,28.231182455227493,13
LOC_0275,-33.87573127960228,25.532555502061292,15
LOC_0276,-34.08380700005621,18.70643678693677,8
LOC_0277,-33.75636892859509,18.566429088708528,5
LOC_0278,-29.889534719111897,30.93241930884613,11
LOC_0279,-25.50518366795915,30.91221957473472,21
LOC_0280,-32.87517515280552,27.88949681076581,19
LOC_0281,-26.11503979710111,27.98022183833888,3
LOC_0282,-26.05405158438262,28.218423624059767,2
LOC_0283,-26.13476204807201,28.177678445949233,4
LOC_0284,-26.266666678568964,28.03526042702521,4
LOC_0285,-29.77441038116385,31.11490677852449,9
LOC_0286,-33.7023412293168,18.56813554074202,7
LOC_0287,-26.179789293472368,28.03873910923998,1
LOC_0288,-33.59570433121763,18.492471362286437,7
LOC_0289,-29.74093179155173,31.10318625757292,11
LOC_0290,-26.16820261753426,28.103140858547334,2
LOC_0291,-32.9973662122084,27.83990765543718,19
LOC_0292,-26.179414430654855,27.928343536398092,3
LOC_0293,-24.01261149070355,29.424026480448255,24
LOC_0294,-26.21351082937129,27.92400035814297,3
LOC_0295,-33.0000932163193,27.77742094846279,19
LOC_0296,-25.50328680970132,31.02407615687592,22
LOC_0297,-28.702985838503626,24.787712650149523,25
LOC_0298,-29.11786925096449,26.076063342370745,17
LOC_0299,-29.042630810890124,26.18590832882725,17
LOC_0300,-25.66042651427211,28.167885701929688,14
LOC_0301,-29.10328467124152,26.228194442850995,17
LOC_0302,-26.4050819336953,27.867711632702857,2
LOC_0303,-29.609298816584637,30.83044080696078,11
LOC_0304,-29.87986473979996,31.092761429444742,10
LOC_0305,-33.027279780832565,27.771943418895823,19
LOC_0306,-29.907952918817912,30.987427110972348,9
LOC_0307,-34.007914098091796,18.36130610656352,6
LOC_0308,-25.554713034239935,28.175205881812783,14
LOC_0309,-33.670512022330506,18.465489171812013,7
LOC_0310,-26.13334098946335,28.269785592671713,30
LOC_0311,-29.8750500216203,30.796071091917273,11
LOC_0312,-33.80855876269753,18.577784684891895,6
LOC_0313,-26.188930452734592,27.653176314080294,3
LOC_0314,-33.954240125298156,18.67086800678712,8
LOC_0315,-33.85914093412886,18.052283518703312,7
LOC_0316,-33.999408394450185,18.858551034846265,8
LOC_0317,-33.87459243247938,18.34984179069411,7
LOC_0318,-33.93957790743784,25.729038306077307,16
LOC_0319,-33.811471516173576,18.615148084213956,8
LOC_0320,-23.955722326172804,29.4107159817826,23
LOC_0321,-23.83608772824111,29.417622570363115,23
LOC_0322,-29.98688360901307,30.90279774516148,9
LOC_0323,-34.023061997291826,18.561726629959978,8
LOC_0324,-29.934049508280403,30.960714465409417,9
LOC_0325,-33.11648465951363,27.836291482475435,20
LOC_0326,-25.618120525993717,28.25447312143474,14
LOC_0327,-29.216905247618985,26.120282355859427,17
LOC_0328,-29.957848287236935,30.97394247915472,10
LOC_0329,-25.5893510747416,28.202852703784664,14
LOC_0330,-34.022704886333656,18.304362691932972,5
LOC_0331,-33.97881426851381,25.55084513190801,15
LOC_0332,-26.35180435013748,28.26024748017092,32
LOC_0333,-33.876704879237735,25.57957647997149,15
LOC_0334,-25.402261100464713,30.94122984321731,21
LOC_0335,-26.089158114381483,28.00373122928969,3
LOC_0336,-25.675496420616724,28.24453459861989,12
LOC_0337,-26.188961633347077,27.87492044759892,3
LOC_0338,-34.0124376666938,25.64272154004584,16
LOC_0339,-26.322245395999904,28.068373028508887,30
LOC_0340,-23.783908502591448,29.289021015433327,23
LOC_0341,-26.08527935924101,28.299138340511316,30
LOC_0342,-28.78546433817603,24.87686508486106,26
LOC_0343,-29.116016823177688,26.129943706725516,17
LOC_0344,-25.7760138111582,28.055308815476327,14
LOC_0345,-29.232821070570576,26.232805149702525,18
LOC_0346,-29.10223486233787,26.067413671216872,17
LOC_0347,-23.937394339781527,29.572785465833203,24
LOC_0348,-34.091456599933224,18.335678327564572,8
LOC_0349,-25.91749590649701,28.38461683139706,13
LOC_0350,-26.43457052503085,27.90633949444206,29
LOC_0351,-25.78457113532335,28.176535749731993,13
LOC_0352,-26.212764245563736,28.22008189098661,31
LOC_0353,-29.982542113422724,30.97474647285056,10
LOC_0354,-29.76889648012799,31.0580928440446,11
LOC_0355,-29.869176515849613,31.172972225789323,10
LOC_0356,-29.77923605651619,30.942153356883217,11
LOC_0357,-29.13829107901877,26.08382609094523,17
LOC_0358,-29.198711763520713,26.064128940369244,17
LOC_0359,-29.84402354004059,31.1016805849213,10
LOC_0360,-25.8915209414422,28.23665340643971,13
LOC_0361,-23.8514505331427,29.5455496855773,24
LOC_0362,-26.34057238097697,27.988893292152618,4
LOC_0363,-26.062265121019983,27.81538941135992,3
LOC_0364,-26.250768361936288,27.67708715405777,3
LOC_0365,-25.61249597804281,28.534155504122204,13
LOC_0366,-34.122072173945895,18.51484614333675,8
LOC_0367,-29.18777697007288,26.22367917560823,18
LOC_0368,-25.69428780637817,28.223436771237655,12
LOC_0369,-33.709310523183184,18.162358989318165,7
LOC_0370,-25.33667128733481,30.906410240722956,21
LOC_0371,-29.115863383631915,26.384333012799125,18
LOC_0372,-33.589205786458386,18.5385025114534,7
LOC_0373,-33.972139618968576,18.282552421626978,7
LOC_0374,-33.722221827974664,18.19917324094502,7
LOC_0375,-26.341327149543893,27.952645883658317,4
LOC_0376,-26.13696992397051,27.98268540291657,3
LOC_0377,-24.11075237367708,29.634423143226204,24
LOC_0378,-30.017022741631436,30.99364256736477,10
LOC_0379,-33.83599817634546,18.205880678856055,7
LOC_0380,-34.09124388522005,25.594139763638992,16
LOC_0381,-29.800227054489515,31.05700738557292,11
LOC_0382,-23.81841876912689,29.334750808017137,23
LOC_0383,-29.17013201927183,26.250216553445263,18
LOC_0384,-29.995653413794383,31.18924823331802,10
LOC_0385,-34.00535359085386,18.44496083098514,8
LOC_0386,-25.737606862342897,27.184205439370523,27
LOC_0387,-33.970121355801595,25.547112956242987,15
LOC_0388,-28.721832750008954,24.62729312186705,25
LOC_0389,-26.24590151846452,28.009924714884622,2
LOC_0390,-32.869307668383186,27.93797019611469,19
LOC_0391,-25.826328458362436,28.082404089816144,14
LOC_0392,-25.991285023111704,28.320955022654147,13
LOC_0393,-25.864948708357453,28.28507353945414,13
LOC_0394,-33.952722243005844,25.42072226610516,15
LOC_0395,-26.02253418871779,27.76416061622387,3
LOC_0396,-29.701609998684535,30.882236667621463,11
LOC_0397,-33.057823210793025,28.051586686608335,20
LOC_0398,-33.82008745038716,18.580365907899427,8
LOC_0399,-29.80103492828701,31.24731970737816,10
LOC_0400,-29.935591485002984,31.021429300118783,10
LOC_0401,-33.809129011313345,18.382291920966793,7
LOC_0402,-23.732375704515285,29.337724146254544,23
LOC_0403,-29.07282993349374,26.24496839249168,17
LOC_0404,-26.1150465431394,28.00057477496245,3
LOC_0405,-25.62294915152595,27.22357294666627,27
LOC_0406,-25.58687812858841,31.099444067284225,22
LOC_0407,-33.83715955882287,18.397257791484385,7
LOC_0408,-33.11150836173547,28.02978832996429,20
LOC_0409,-26.28848304110467,27.79178880082861,3
LOC_0410,-25.518664075316806,27.4281678563004,28
LOC_0411,-25.770391393159056,28.14520754458936,12
LOC_0412,-25.828820892515303,28.27486208279289,13
LOC_0413,-26.02711261316479,28.159940936791976,3
LOC_0414,-25.54581416022739,30.930211461569964,22
LOC_0415,-26.267112871628452,28.15285451350886,31
LOC_0416,-26.012642174802075,28.160650476487188,3
LOC_0417,-26.193584865203807,27.923028324843138,3
LOC_0418,-29.276159704512654,26.13986997758181,18
LOC_0419,-26.118401557851605,28.03679602352271,3
LOC_0420,-23.935681929384184,29.43960554470832,24
LOC_0421,-25.55521782161637,28.357175611501944,12
LOC_0422,-26.29092804214512,28.13540022774176,31
LOC_0423,-26.04231610394111,28.019436464580536,3
LOC_0424,-25.93364529514514,28.120911693806153,13
LOC_0425,-25.842113186857382,27.9444016306644,14
LOC_0426,-29.13932130207582,26.148468902636825,17
LOC_0427,-26.141706208878333,28.073173151247833,1
LOC_0428,-33.097161117729875,28.01038289517032,20
LOC_0429,-26.159455757993825,28.05996540019837,1
LOC_0430,-29.1424920287506,26.35582389999777,18
LOC_0431,-23.9220560814434,29.528114587222273,24
LOC_0432,-29.11510616072919,26.161167057592863,17
LOC_0433,-33.95287352844215,25.585996935404623,15
LOC_0434,-33.00525073078316,27.946757951761473,20
LOC_0435,-26.289823951818516,27.962704667071545,2
LOC_0436,-26.28327575865246,28.25969352668749,32
LOC_0437,-26.217788138323723,27.863691079856157,3
LOC_0438,-29.866266069773012,31.064254903059418,10
LOC_0439,-34.00388493399466,25.673544681360507,16
LOC_0440,-25.70112724294968,28.152386361264668,14
LOC_0441,-33.18332855738077,27.861508060061567,20
LOC_0442,-26.309569938836344,28.0185878055325,4
LOC_0443,-33.98799278262029,25.681199851278517,16
LOC_0444,-26.32841727805459,27.955022800370823,2
LOC_0445,-33.6267443573344,18.227594186356328,7
LOC_0446,-33.95811381532751,25.715058477699305,16
LOC_0447,-25.65762612252419,27.267950753105488,27
LOC_0448,-25.797987684955853,28.310942891658744,13
LOC_0449,-26.202366838055944,28.14389975969012,29
LOC_0450,-25.885830415716327,28.451586716993837,13
LOC_0451,-26.22547255541426,28.197245805340984,31
LOC_0452,-25.54496067428766,30.912073635050017,21
LOC_0453,-33.98774035847562,25.64702679672316,16
LOC_0454,-26.583987484945375,27.94637669184347,32
LOC_0455,-26.369200481266528,27.961881075424326,29
LOC_0456,-25.98041103932285,27.818124939907705,3
LOC_0457,-25.611872157562473,27.21997207726934,27
LOC_0458,-29.675334492971867,31.096304800394854,11
LOC_0459,-28.981227873032907,26.203397829486622,17
LOC_0460,-25.659241509100266,28.05807579161016,14
LOC_0461,-29.92340161595308,30.80677729345443,11
LOC_0462,-26.35558764193984,28.346776890322086,32
LOC_0463,-23.796792985509526,29.479264467773735,23
LOC_0464,-33.90837776461027,18.27166754947202,7
LOC_0465,-29.510836805706532,31.084649684358403,11
LOC_0466,-33.99650979760108,25.81891860778061,16
LOC_0467,-25.50325249742634,28.26445548315751,14
LOC_0468,-23.914111261162617,29.199163891787432,23
LOC_0469,-25.999592710411193,28.427843753198044,13
LOC_0470,-29.622463156787457,30.761105492759345,11
LOC_0471,-34.10413098707253,18.38291784983217,8
LOC_0472,-29.92789973096072,30.8613233979954,11
LOC_0473,-26.35494688385478,27.91899968350402,2
LOC_0474,-26.38449167323873,28.072661452747397,32
LOC_0475,-33.799927966905514,18.04721576841625,7
LOC_0476,-33.95539310664483,18.403755794611875,5
LOC_0477,-33.91057406182578,18.626521636093447,8
LOC_0478,-25.673251303803205,28.088811161049495,14
LOC_0479,-25.962886420045788,28.023165792806942,3
LOC_0480,-33.68838211928773,18.39492508161197,7
LOC_0481,-33.98283694940119,18.359098531790753,5
LOC_0482,-26.12013980406432,27.94071584944983,3
LOC_0483,-25.665514459292577,28.04739847086589,14
LOC_0484,-33.67325661906251,18.513453224613503,7
LOC_0485,-26.215728608167453,28.119289526716265,29
LOC_0486,-34.30225474262773,18.228183587797833,8
LOC_0487,-29.8520021341165,30.890184489755473,11
LOC_0488,-26.16989397127576,28.05047379910086,1
LOC_0489,-30.004796520279616,30.884903967867725,9
LOC_0490,-29.83935130837939,31.04501267757755,9
LOC_0491,-33.99610184347263,25.74680465286161,16
LOC_0492,-25.9011304739139,28.182821278252604,13
LOC_0493,-25.65942181259889,28.04436603590729,14
LOC_0494,-34.021470527161604,18.490578629517916,8
LOC_0495,-29.160637921473707,26.19223452704804,18
LOC_0496,-29.92476103862019,30.998978014751216,10
LOC_0497,-29.68703299635502,31.08654520220303,11
LOC_0498,-25.744909939412807,28.2729244883334,13
LOC_0499,-33.90576203230175,18.426390389785197,5
LOC_0500,-29.921689061614096,31.0115047556607,10
LOC_0501,-33.91371331777451,25.80635414904734,16
LOC_0502,-25.362054556123944,31.06604431991258,21
LOC_0503,-23.841692526426215,29.525019150625862,23
LOC_0504,-29.76383862541312,31.038368832423227,11
LOC_0505,-29.77512777117619,30.879195946974704,11
LOC_0506,-29.258024264331116,26.3227386385934,18
LOC_0507,-34.077701389705844,18.445972946409245,8
LOC_0508,-33.03844886542392,27.85805478875592,19
LOC_0509,-29.961620965949052,30.985960336497723,10
LOC_0510,-26.3596805537134,27.88507261506428,1
LOC_0511,-26.480826361130585,28.18859935644788,32
LOC_0512,-33.14118762918208,27.97147333748096,20
LOC_0513,-26.238478833601388,28.057244869229255,4
LOC_0514,-33.932496746027404,18.412298596747455,5
LOC_0515,-34.06274967970351,18.29747960209503,6
LOC_0516,-26.188161218097516,27.710489103436224,3
LOC_0517,-33.99809005536351,18.16567315860119,7
LOC_0518,-33.85094264126261,25.525735466048072,15
LOC_0519,-26.224243864603725,27.896055042697924,3
LOC_0520,-32.957330220673846,27.936042456215446,19
LOC_0521,-33.00171076139348,27.9830344367776,20
LOC_0522,-34.172372787063935,18.396880940597818,8
LOC_0523,-26.213598726360576,28.241337540268216,32
LOC_0524,-25.88827489191944,28.096052273649605,13
LOC_0525,-26.21621812573254,28.00966943098776,1
LOC_0526,-34.054123547101526,18.410822307730033,8
LOC_0527,-28.699442957321217,24.84737490630675,26
LOC_0528,-25.763964803622635,27.24741209574575,28
LOC_0529,-29.11852981747206,26.223356891455815,17
LOC_0530,-33.81696519513863,18.122128239298576,7
LOC_0531,-33.8692404430691,25.51000932907893,15
LOC_0532,-34.036416775788425,25.70959522736976,16
LOC_0533,-33.91680482500271,18.04643839255251,7
LOC_0534,-25.71790236325061,28.351159118291676,13
LOC_0535,-25.967931058068583,28.104949673343135,3
LOC_0536,-26.42219950911252,27.91787180074544,29
LOC_0537,-29.987554356309943,30.90351314330298,9
