CustomerID,Lat Long,Latitude,Longitude,location_id,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Device Protection,internet_access_type_sa,ups_included,data_cap,Tech Support,Paperless Billing,payment_method_sa,contract_type_sa,Monthly Charge ZAR,Total Charges ZAR,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
8947f534ea70d01de28e0ce32da18ab20c55351e77d22778ee1cd727275adf7b,"-28.6505, 24.8392",-28.650474146399528,24.839212896008423,LOC_0023,Male,No,No,No,5,Yes,No,No internet service,,No Internet Service,No Internet Service,No internet service,No,RETAIL,MTM_POSTPAID,368.38,1992.38,Yes,1,66,2604,Network reliability
6e8fd0b596b19eb0079b0cd9f52ef57fe032a080c5c2d4b8f704707a2bab887c,"-25.5541, 31.0233",-25.554094075781364,31.02332359145368,LOC_0024,Female,Yes,Yes,Yes,25,Yes,No,Yes,Fibre,Yes,Uncapped,No,Yes,EFT,MTM_POSTPAID,1723.75,44003.75,Yes,1,88,5337,Limited range of services
fb794570ffeebf91c0c09f0a50b880bb3048ec6eafb565cf40813da96d8fe28b,"-29.1574, 26.1972",-29.15744818894858,26.197178986349694,LOC_0025,Male,No,Yes,No,68,Yes,Yes,Yes,Fibre,Yes,Uncapped,Yes,Yes,DEBIT_ORDER,24M_CONTRACT,1925.0,133207.38,Yes,1,86,5034,Lack of affordable download/upload speed
bb25d26609c04dae2e2827dfa5fd3a6304642faf085c1be69ca410f92dc1bdda,"-26.4072, 28.2628",-26.40724469859026,28.26279559676155,LOC_0026,Male,No,Yes,Yes,55,Yes,Yes,No,Fibre,Yes,Capped,No,Yes,EFT,MTM_POSTPAID,1693.12,91680.75,Yes,1,75,5154,Long distance charges
3d1eedf36cab10ba070845d6225b2ac7611eb5226acd50d7a54185945ba9303e,"-29.7282, 31.1449",-29.728206526931352,31.144923188282135,LOC_0027,Female,Yes,Yes,Yes,37,Yes,Yes,No,Fibre,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,1338.75,50192.62,Yes,1,67,2793,Extra data charges
481fe7a195a1d1ce5fef77a2a7819ba2653b576b727f756bfad5569a8a7dbe05,"-26.2139, 28.2383",-26.21385373102568,28.238281945248566,LOC_0028,Female,No,Yes,Yes,10,Yes,Yes,No,Fibre,No,Capped,No,Yes,EFT,MTM_POSTPAID,1754.38,18631.38,Yes,1,87,5998,Price too high
b6179623149f3005c81c93ee6e72c026ed1977ae4fd8e38988b8f58c660dc698,"-26.3275, 28.2477",-26.32752994504088,28.247693005670552,LOC_0029,Male,No,No,Yes,3,Yes,Yes,No,Fibre,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,1302.0,4017.12,Yes,1,76,4415,Product dissatisfaction
48a693d3f371830dcd4974e9ca82e444a33ae328788b9abf69ce1e29f2dc623f,"-33.9508, 25.5874",-33.95077343998568,25.587440034469314,LOC_0030,Female,Yes,No,Yes,27,Yes,Yes,Yes,Fibre,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,1365.88,37371.25,Yes,1,95,4638,Service dissatisfaction
b8b178591910b11306edf51681b401b239515504dac19a8d64a3a5248b540e80,"-34.0804, 25.6388",-34.08036002148955,25.638787945689327,LOC_0031,Female,No,Yes,No,25,No,No phone service,Yes,Fixed-LTE/5G,Yes,Capped,No,Yes,CREDIT_CARD,MTM_POSTPAID,1025.5,26296.38,Yes,1,99,4190,Lack of self-service on Website
3e54c8a9d2a85f2c64de8c7bb8c12d6bf30f7ef2599183796eb5135a0d0db7d9,"-28.8127, 24.8220",-28.812679642516834,24.8219652146798,LOC_0032,Male,No,No,No,1,No,No phone service,No,Fixed-LTE/5G,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,620.38,620.38,Yes,1,80,2301,Network reliability
2616f6ab11c6f4b31dbf9c78fda66674c2edebaa589a79853eba6e56fdd650b5,"-34.1828, 18.2132",-34.18282403537332,18.213154478243805,LOC_0033,Male,No,No,No,2,Yes,No,No,Fixed-LTE/5G,No,Uncapped,No,No,EFT,MTM_POSTPAID,776.12,1421.88,Yes,1,76,2570,Don't know
15bd9fb04d6524f4b864a711c9bb76112e2851a4fd72e3cdf94532d503bc1b8c,"-34.1120, 18.2171",-34.11202026276033,18.21714482897182,LOC_0034,Female,Yes,Yes,Yes,1,Yes,No,No,Fibre,No,Uncapped,No,Yes,RETAIL,MTM_POSTPAID,1232.88,1232.88,Yes,1,76,3964,Don't know
e8e3c03f6bed687bc99403a1929ce9f76fffb841d28a97eb0bc5d680bc9cf565,"-29.6700, 30.8381",-29.669972738240027,30.838096369560688,LOC_0035,Female,No,No,No,8,Yes,Yes,No,Fixed-LTE/5G,No,Capped,Yes,No,EFT,MTM_POSTPAID,1245.12,9863.88,Yes,1,66,2662,Don't know
e5473269239234fe5fa61e7697bc5b5040f87f8211279bdf7faf3aa65cb146fe,"-26.3100, 28.0138",-26.30996774969239,28.01378498672202,LOC_0036,Male,No,No,No,1,Yes,No,No,Fixed-LTE/5G,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,798.88,798.88,Yes,1,73,2600,Poor expertise of online support
6fe8f7843c713c75d64fad06c669313edce39cd62da68d3081bdb1e873827c6f,"-26.1301, 27.9800",-26.13006623160228,27.980002441118263,LOC_0037,Male,No,No,Yes,7,Yes,Yes,No,Fibre,No,Uncapped,No,No,RETAIL,MTM_POSTPAID,1662.5,11471.25,Yes,1,94,2786,Poor expertise of phone support
8ab6486fa74e85196a3d8cf4fe830d90df41dfa27f2660529bcf1b927973cf52,"-29.9771, 30.8190",-29.977082198793827,30.819006112038664,LOC_0038,Female,No,Yes,Yes,20,Yes,Yes,No,Fibre,No,Capped,No,No,EFT,MTM_POSTPAID,1442.0,27866.12,Yes,1,86,5719,Price too high
931dde1d814318939c59167185ce660f9774f6e294d89a3f80cfe562aaa424bd,"-26.0861, 28.0524",-26.086069938135516,28.052403734154804,LOC_0039,Female,No,No,Yes,4,Yes,No,No,Fibre,No,Uncapped,No,Yes,DEBIT_ORDER,MTM_POSTPAID,1240.75,4777.5,Yes,1,75,4287,Product dissatisfaction
4472e3dd422d36c516c1b01787874e99a1c9c77b7634971f1a2f5ac94bca2ce5,"-25.8631, 28.1785",-25.863129840111757,28.17852572999401,LOC_0040,Male,Yes,Yes,No,58,No,No phone service,Yes,Fixed-LTE/5G,Yes,Uncapped,No,Yes,EFT,MTM_POSTPAID,792.75,46396.0,Yes,1,100,5444,Service dissatisfaction
989e8a847d27f8efee18af45d266535d56a32e6c852d4f41cd9d231e2364667e,"-29.8545, 31.1855",-29.854508090113352,31.185513623810778,LOC_0041,Female,No,Yes,Yes,2,Yes,Yes,Yes,Fibre,No,Uncapped,Yes,Yes,EFT,MTM_POSTPAID,1827.0,4249.0,Yes,1,83,4690,Lack of self-service on Website
32f3f4308ddfc59cdcafc80306e727bdc20b30f2a4ab7b55443957ecaec0d82d,"-33.0152, 28.0912",-33.0152433821118,28.09116811712192,LOC_0042,Female,No,Yes,No,53,Yes,No,Yes,Fibre,No,Uncapped,No,Yes,DEBIT_ORDER,12M_CONTRACT,1659.88,87503.5,Yes,1,80,4328,Network reliability
000801bb2cc6b81e7b28caf949799d3f6a70e3069c8e830eb133f3abd9702469,"-33.7272, 25.6456",-33.72721946635734,25.645645034041426,LOC_0043,Female,Yes,No,Yes,15,Yes,Yes,No,Fibre,No,Uncapped,No,Yes,RETAIL,MTM_POSTPAID,1302.88,20049.75,Yes,1,99,5717,Limited range of services
50caf74cb31fd29360be5a4a81c8def4b29dcd126036eb9282a9d363ad3deb1c,"-33.8065, 18.2946",-33.806523448163574,18.29460650615408,LOC_0044,Female,Yes,No,Yes,7,Yes,No,No,Fibre,No,Capped,No,No,DEBIT_ORDER,MTM_POSTPAID,1337.88,8813.0,Yes,1,81,4419,Lack of affordable download/upload speed
e90d90815ddb8bcb186944bc123e85b8391a7590a830f1df3bfcc0ee534ac0b4,"-33.0734, 27.9682",-33.073361361289635,27.968205193961236,LOC_0045,Female,No,No,No,1,No,No phone service,No,Fixed-LTE/5G,Yes,Uncapped,No,No,DEBIT_ORDER,MTM_POSTPAID,524.12,524.12,Yes,1,95,4534,Long distance charges
f141da32e2fca29ab95376ed1225fec651abf2a4513051012b374af6d0036238,"-29.0515, 26.2109",-29.05149510363495,26.210930292332048,LOC_0046,Male,No,No,Yes,8,Yes,Yes,No,Fibre,No,Uncapped,No,No,DEBIT_ORDER,MTM_POSTPAID,1478.75,11596.38,Yes,1,86,2152,Extra data charges
bcf2634ce73f499bc3b356558b2b0d96c56c8a4248a6823af4369f2a77b91217,"-33.5351, 18.3768",-33.53512859531266,18.37677745431933,LOC_0047,Female,No,No,Yes,13,Yes,No,Yes,Fibre,Yes,Uncapped,No,Yes,EFT,MTM_POSTPAID,1386.88,19453.88,Yes,1,73,5142,Price too high
00012b763575b09664b0bb8919d3f17260afb5314657ed8b47806edc87df544b,"-34.2133, 18.2649",-34.213334496287175,18.264911798187637,LOC_0048,Female,No,Yes,No,1,No,No phone service,No,Fixed-LTE/5G,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,434.0,434.0,Yes,1,94,4851,Product dissatisfaction
caa5b7319f560f4514d2880e4cd0d5cb65b282ea3c666e1f20f0e7e5858055b6,"-34.0442, 25.5536",-34.044248204256874,25.5535779960778,LOC_0049,Male,No,Yes,Yes,6,Yes,No,Yes,Fibre,Yes,Uncapped,No,Yes,EFT,MTM_POSTPAID,1592.5,9292.5,Yes,1,94,2283,Service dissatisfaction
eb546a696663a83c46b65851683025abce311196f9f21617c3ec38f248dfc7bd,"-26.2355, 28.0033",-26.23553463386699,28.00333134830893,LOC_0050,Male,No,No,Yes,1,Yes,No,No,Fibre,No,Uncapped,No,No,EFT,MTM_POSTPAID,1398.25,1398.25,Yes,1,98,3394,Lack of self-service on Website
b65272d05f55d1b35067c88f0e02d8660dae3e67b8ad401c38c7108e27c9c0ac,"-26.2626, 28.1506",-26.26256323407129,28.15061445882482,LOC_0051,Female,No,No,Yes,19,Yes,No,Yes,Fibre,No,Capped,Yes,Yes,EFT,MTM_POSTPAID,1865.5,33852.88,Yes,1,71,3764,Network reliability
9e68963bb5f15a1aae6667f0c47e63053730c6f1ca4cd283db1d785ba26b4336,"-26.2499, 28.1067",-26.24991350474948,28.10665383706118,LOC_0052,Male,No,No,No,2,Yes,No,No,Fixed-LTE/5G,No,Uncapped,No,Yes,CREDIT_CARD,MTM_POSTPAID,805.0,1478.75,Yes,1,76,2667,Don't know
4707cfee869f904053e8a398abaffbe64f29ee14bd776a2c807966adeb58f5b9,"-29.2504, 26.3926",-29.250423226559324,26.39255761429285,LOC_0053,Female,No,No,Yes,4,Yes,No,No,Fibre,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,1227.62,4696.12,Yes,1,67,2227,Don't know
01eae27350d010caa28ea878ecb05ad4feb7c49db0ced2b63d5775d23529f0d8,"-25.5715, 28.2709",-25.571525273573997,28.270920568861577,LOC_0054,Male,No,Yes,No,4,Yes,No,No,Fixed-LTE/5G,No,Uncapped,Yes,No,RETAIL,MTM_POSTPAID,875.88,3138.62,Yes,1,82,3394,Don't know
f65b8b91972cc11d329ae6eea8aff77a4467a9e4475a8c674e4d07341d6f9bc2,"-34.1023, 25.6424",-34.10226085984766,25.642429492456237,LOC_0055,Female,No,Yes,No,1,Yes,No,No,Fixed-LTE/5G,No,Uncapped,No,No,RETAIL,MTM_POSTPAID,966.0,966.0,Yes,1,81,3638,Poor expertise of online support
63ac41c1802ba1e56d1cd4cb456538a909ed38b58520d7f464ab3aaa7cfbe78c,"-29.1400, 26.1794",-29.14002128096225,26.179376963452743,LOC_0056,Male,No,No,Yes,1,Yes,No,No,Fibre,No,Capped,No,Yes,RETAIL,MTM_POSTPAID,1480.5,1480.5,Yes,1,66,2484,Poor expertise of phone support
6a8fb5db67b26334fe21465e9fa1a218d1dc03e85b2dca4379f38e6c50c892ed,"-29.7136, 30.8748",-29.7135837171535,30.87475518254146,LOC_0057,Male,No,No,No,2,Yes,Yes,No,Fixed-LTE/5G,Yes,Uncapped,No,Yes,RETAIL,MTM_POSTPAID,952.0,1996.75,Yes,1,81,2556,Price too high
72515544a8d4d59bcc5e3dc6c2e7eeef89a29bf3664538a6cd56cc8b0486ee55,"-29.8642, 30.9402",-29.86422588000042,30.94021491814056,LOC_0058,Female,Yes,No,Yes,11,Yes,No,No,Fibre,Yes,Uncapped,No,Yes,EFT,MTM_POSTPAID,1662.5,19605.25,Yes,1,85,5980,Product dissatisfaction
5844a474a6ec6947d962b87245fbe153ade2ff189840f9e3c287d9670b0ba50e,"-26.3469, 27.9250",-26.346909125035413,27.92502420058571,LOC_0059,Male,Yes,No,No,15,Yes,No,No,Fibre,Yes,Uncapped,No,Yes,EFT,MTM_POSTPAID,1302.0,18800.25,Yes,1,86,4616,Service dissatisfaction
c3dfb28ea5a3cefc9df3311cb2f833b3e8a9e2f8dd754755d93688478bef3f3f,"-26.4023, 27.6459",-26.402301348456092,27.64586397731023,LOC_0060,Male,No,No,No,1,Yes,No,No,Fixed-LTE/5G,No,Capped,No,Yes,RETAIL,MTM_POSTPAID,849.62,849.62,Yes,1,77,5687,Lack of self-service on Website
fccaf7b2c3581bb94550a7df0bd25f705f88655db1e10d5571d59d3a10f3d236,"-25.7676, 28.0690",-25.767599903523333,28.0689641860911,LOC_0061,Female,No,Yes,No,2,Yes,No,No,Fibre,No,Uncapped,No,No,EFT,MTM_POSTPAID,1232.0,2575.12,Yes,1,75,5687,Network reliability
3821a1dc2cb6d7e775d0a0e4cb24c5f4147a97f15040b628dae9a5585754d739,"-29.9660, 31.2443",-29.965984139219064,31.244309366591235,LOC_0062,Male,Yes,Yes,No,1,No,No phone service,No,Fixed-LTE/5G,Yes,Uncapped,No,No,EFT,MTM_POSTPAID,703.5,703.5,Yes,1,65,5828,Limited range of services
f9561d3cdf61e589bd164ba38351031caa6a7b0c08f32adbebc2913e4b899248,"-29.8313, 31.0716",-29.83126764716158,31.07160402981426,LOC_0063,Female,No,Yes,No,2,Yes,No,No,Fixed-LTE/5G,No,Uncapped,No,Yes,CREDIT_CARD,MTM_POSTPAID,780.5,1409.62,Yes,1,99,4884,Lack of affordable download/upload speed
47a5e9c07faa1a9dd0d915dfcc9d6b0e230f7bc270d33252503d54c57a23842b,"-29.2601, 26.1723",-29.26014511477242,26.17234761446549,LOC_0064,Male,Yes,No,No,3,No,No phone service,Yes,Fixed-LTE/5G,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,720.12,2313.5,Yes,1,96,2314,Long distance charges
a05c80e0609ce5511d11315bc9fe1a38bbc001dd85185ebef06cb3d27cb7a6e1,"-25.6424, 28.2378",-25.642435711573484,28.2378175786568,LOC_0065,Male,Yes,No,No,13,Yes,Yes,Yes,Fibre,Yes,Uncapped,No,Yes,EFT,MTM_POSTPAID,1870.75,23875.25,Yes,1,84,2494,Extra data charges
c5c0acdffdbdbb9973c8538b18ef2fde305b40bdb59cd5bfb92a807ef5adfd3a,"-29.8438, 30.7465",-29.843823066756975,30.746523366397888,LOC_0066,Male,No,No,No,59,Yes,No,No internet service,,No Internet Service,No Internet Service,No internet service,No,RETAIL,24M_CONTRACT,338.62,19243.0,Yes,1,83,5084,Price too high
1cf7dab153d6a5c0228cc8f061c4011f74e56a3450734f86a85ca031a7c4dd21,"-29.8334, 31.0595",-29.833422904790652,31.05949368030474,LOC_0067,Female,Yes,No,No,16,Yes,No,No,Fibre,No,Uncapped,Yes,Yes,EFT,MTM_POSTPAID,1652.88,26446.0,Yes,1,81,3810,Product dissatisfaction
cc4d3509f6a0492dcdddb252745ec474c8ee56dd7845283405655b264ea8af7c,"-33.6606, 18.6499",-33.6606061799168,18.64994860736655,LOC_0068,Male,No,No,No,1,No,No phone service,No,Fixed-LTE/5G,No,Uncapped,No,No,DEBIT_ORDER,MTM_POSTPAID,434.0,434.0,Yes,1,73,5087,Service dissatisfaction
06e0be55814556cf5e8f0f2d0924e027b5131f244f08d23ef45d6c1ddc759bc8,"-26.2657, 28.0118",-26.26566932475578,28.011832607936594,LOC_0069,Male,No,No,No,1,Yes,No,No,Fibre,No,Uncapped,No,No,RETAIL,MTM_POSTPAID,1235.5,1235.5,Yes,1,69,3338,Lack of self-service on Website
8cf0ffa7c546be080951cd3250b80f1bc42afd5aee62a730b11389d4785c9768,"-29.9616, 30.7719",-29.961614337262652,30.7719214663252,LOC_0070,Male,No,Yes,No,5,Yes,Yes,No,Fibre,Yes,Uncapped,Yes,Yes,EFT,MTM_POSTPAID,1494.5,7019.25,Yes,1,80,3676,Network reliability
bf22e4ae4478f076db24f5d2cba0fbe5035be97adfb95573afd14c94ecca2777,"-26.2822, 27.9679",-26.28216454425203,27.967908919783497,LOC_0071,Female,No,Yes,No,52,Yes,Yes,Yes,Fibre,Yes,Uncapped,No,Yes,EFT,MTM_POSTPAID,1838.38,98434.88,Yes,1,65,4839,Don't know
b8c5247cb91edf33731242d7b5504a99cbf75c65cb4bb59544618b169fbd2601,"-33.9547, 18.6503",-33.95465478251419,18.650267159096963,LOC_0072,Male,No,Yes,No,18,Yes,No,Yes,Fibre,No,Uncapped,No,No,RETAIL,MTM_POSTPAID,1665.12,31149.12,Yes,1,68,4643,Don't know
876c390a30b5629ab58d70d1ec1f9cd6161a09c2248358aa8bb4c8869f6583a6,"-33.0282, 27.9333",-33.02818684053122,27.93327666912079,LOC_0073,Male,No,Yes,No,1,Yes,No,No,Fibre,No,Uncapped,No,No,EFT,MTM_POSTPAID,1225.0,1225.0,Yes,1,97,4094,Don't know
ce08d8ac7097e54d4d0797ea7ed23a705facc45c4e1ab1d705209f00dd5ead82,"-26.3246, 27.8173",-26.324604660490262,27.817253485780967,LOC_0074,Male,Yes,No,No,8,Yes,No,No,Fibre,Yes,Uncapped,No,Yes,EFT,MTM_POSTPAID,1303.75,10614.62,Yes,1,80,4345,Poor expertise of online support
b8f739690f3c3e020aa90e40d90061cd651d4037431802a2c8e06450fbf14f39,"-26.5035, 28.3851",-26.50346278795496,28.38514437687758,LOC_0075,Male,No,No,No,10,Yes,No,No,Fixed-LTE/5G,No,Uncapped,No,Yes,CREDIT_CARD,MTM_POSTPAID,784.88,7619.5,Yes,1,83,4061,Poor expertise of phone support
1da6c6ae4b49a1fc13d03e534ce8027f27ea071de6f8eca33b38ff21dac5ccef,"-34.0210, 18.1943",-34.02096722015823,18.194314467075877,LOC_0076,Male,Yes,No,No,24,Yes,Yes,No,Fibre,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,1331.75,29972.25,Yes,1,98,2018,Price too high
a756bc800d264542e69b89843e28b8ad0d09be0641626b671809f3d64b07d653,"-33.8552, 18.3763",-33.85523138006836,18.37627357530962,LOC_0077,Female,No,No,No,1,Yes,No,No,Fibre,No,Capped,No,Yes,RETAIL,MTM_POSTPAID,1288.0,1288.0,Yes,1,80,2565,Product dissatisfaction
4e2fef2d410a9b11dd2185b76b93d56d0d82dad5793a57c9ae71ca91f6dc8b36,"-25.7236, 28.0655",-25.72364900324958,28.065513679921736,LOC_0078,Female,Yes,No,No,4,Yes,Yes,No,Fibre,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,1670.38,6931.75,Yes,1,85,3677,Service dissatisfaction
65afd367c4f42a8e1d492e16e83cd86e691290e6028936666f09f31d7cf8ef49,"-29.6921, 30.8750",-29.692062374224385,30.874959717912095,LOC_0079,Male,Yes,Yes,No,32,Yes,Yes,No,Fibre,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,1310.75,40308.62,Yes,1,69,4105,Lack of self-service on Website
1bbcd7a3d3eaa5d56a0adb82142a6da23f50feb8e48bc5e26fb8ff4f8d3bf728,"-28.9245, 26.1648",-28.92445134560362,26.164784888426485,LOC_0080,Male,No,No,No,5,Yes,No,No,Fibre,No,Uncapped,No,Yes,EFT,MTM_POSTPAID,1410.5,7272.12,Yes,1,69,5715,Network reliability
